praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
36.8,31.3,67.9,286,54.7,48.7,61,382,22.3,60.4,73
109,83.5,59.4,305,49.6,35.9,67.9,3786,21.9,47.8,42.9
44.5,28.1,7.57,146,19.6,15.5,29.4,567,5.28,26.7,17.5
37.9,20.2,41.4,42.6,14.6,11.4,27.6,429,32.2,85.1,112
53.3,38.2,25.3,107,13.2,8.28,14.3,264,12.3,24.1,32.5
163,92.2,20.5,32.5,6.92,23.3,33.7,349,1.98,85.8,7.37
33.4,27.1,16.3,142,9.22,106,191,2129,10,21.5,23.9
34.3,13.2,21.1,24.8,12.2,25.7,51.9,519,10.4,23.1,30
18.6,5.42,20.2,22.5,4.49,40.7,62.6,692,27.4,52.8,61
37.2,23.1,7.64,22.5,13.2,79.1,147,1894,7.37,25.9,27.1
26.7,15.7,28.1,334,48.3,14.1,21.1,906,5.88,28.4,21.9
142,98.2,59.4,392,44.5,71.7,123,1762,34.3,118,137
52.3,34,26.9,24.1,5.73,37.9,58.8,1459,6.98,22.1,27.6
31.9,16.8,32.2,46.6,15.7,10.9,27.4,890,18.3,25.9,58.8
106,68.5,12.4,175,16.8,12.3,40.3,685,8.74,28.4,9.91
42.6,21.3,20.9,131,12.1,12.7,31.6,487,8.51,18.9,20.7
34.9,16.4,17.8,18.8,2.15,34.6,59.4,445,53.8,78.4,20.2
31.9,26.4,14.1,20.2,4.61,12.4,18.9,799,7.17,19.3,22.3
36.5,20.7,29.4,36.5,21.3,2.07,9.91,26.7,30.5,50.5,9.65
27.6,15.5,27.1,35.9,10.6,63.2,95.6,1197,13.6,17.9,21.9
26.2,20.9,22.7,10.1,7.43,15.4,37.2,433,10.8,14.5,8.28
16.1,25,18.1,34.6,4.49,3.52,13.6,704,11.5,26.9,37.5
34.9,16.1,54.2,562,71.7,13,27.6,737,9.73,18.4,18.9
153,82,33.4,48.7,8.28,11.9,28.6,710,16.1,47,36.5
129,161,54.2,79.1,23.5,34.9,70.4,2788,6.55,7.64,34
33.4,17.5,23.9,16.5,1,7.91,21.5,578,7.5,30.2,24.1
31.9,33.4,64.9,474,77,40.3,46.6,1176,9.22,15.5,12.6
25.9,16.7,14.7,217,36.8,87.4,151,2839,3.49,51.4,2.21
98.2,67.9,11.1,79.1,6.04,9.56,21.3,470,51.4,93.1,178
55.2,31.3,53.3,253,50.9,13.2,25.5,1176,12.2,26.2,30.8
25.9,20.2,10.4,179,17.8,15.3,36.8,1155,4.14,14.2,7.99
45.3,31.1,23.1,30,12.1,8.35,24.6,573,9.91,18.9,20.7
53.8,31.6,29.7,40,14.5,57.3,89,1894,13.8,35.2,39.6
43.7,34.6,24.8,14.7,5.88,28.9,67.3,1275,22.5,42.6,63.8
196,113,14.2,92.2,2.41,11.7,15,638,7.57,22.1,25.9
30.8,20.7,28.4,30,12.7,13.6,16.5,509,10.6,24.8,18.3
21.3,23.5,18.3,85.1,7.37,22.5,37.5,466,28.9,56.7,63.8
34.6,17.8,25.7,30.5,4.53,16.3,31.6,615,8.51,12.9,16.8
30.2,17.3,61.5,122,72.3,9.56,26.4,583,7.5,22.9,13.8
30.2,25.3,56.2,573,75,10.6,23.7,449,13.2,31.1,38.9
30.2,11.8,21.5,25.5,11.5,6.73,19.3,204,5.47,13.2,23.7
132,95.6,19.1,23.7,11.2,35.5,53.3,1144,25.3,60.4,123
49.6,39.6,37.5,53.8,13.9,7.77,22.1,57.3,21.9,49.6,70.4
33.4,16,23.1,32.2,8.51,29.7,40,557,13.3,9.06,10
47,47.8,15.8,117,14.7,24.4,36.2,1000,10.5,37.9,94.7
72.3,25.7,13,3.16,7.91,37.9,115,982,17,37.9,41.8
139,91.4,19.5,70.4,7.23,13,22.5,414,7.04,20.5,2.55
33.4,22.7,16.5,18.3,11.5,29.2,54.2,433,16.3,41.8,75
92.2,79.9,108,221,1084,121,205,2503,10.5,16,25.5
32.5,23.7,28.1,28.1,22.5,31.3,44.9,610,18.4,53.3,115
35.2,18.6,20.7,24.1,4.07,12.9,26.4,538,9.31,27.6,60.4
138,105,2.48,15.3,9.47,1.24,5.23,62.1,8.51,37.5,26.2
37.5,23.1,13.3,292,7.3,9.39,38.2,1731,9.39,17.3,25.7
37.9,8.66,17.3,33.4,7.91,20.2,45.7,2267,8.28,22.7,14.5
75,50.9,16.4,29.7,9.14,61,108,1395,7.3,17.3,40.3
38.2,26.2,30,27.6,6.49,20.2,24.8,509,17.2,35.2,17.8
26.7,18.6,48.7,44.1,3.79,14.1,16.3,791,7.99,20.9,21.9
30.5,22.9,22.1,27.1,6.44,59.9,113,1554,2.39,82,2.02
59.9,47,18.8,193,32.2,10.5,25.9,667,13.5,32.8,49.1
37.9,22.7,35.9,274,33.1,2.94,16.4,649,21.5,48.3,41.8
36.2,17.5,47.8,160,20.9,59.4,101,1395,11.7,20.9,20.5
43.3,27.1,33.4,30.2,11.9,9.73,20.7,215,3.05,20.9,1
45.7,25.5,15.8,189,8.28,52.3,84.3,1420,11.3,42.9,36.2
31.6,27.9,18.6,57.8,13.1,7.37,10.5,276,6.49,16.1,35.2
200,95.6,8.58,16.4,3.62,36.5,67.9,991,9.91,22.9,11.7
34.9,15.5,23.7,79.9,16.1,36.2,57.8,1144,5.47,19.6,26.7
178,99.1,14.7,24.1,10.2,14.2,15.1,567,106,151,30
94.7,38.2,16.1,211,32.2,16,28.9,538,9.39,19.6,9.91
24.4,18.4,15.7,18.3,3.37,12.9,33.1,750,8.28,15.3,12.3
55.2,55.2,8.43,146,21.5,13.6,27.9,649,7.17,21.7,23.3
50.9,47.4,20.4,24.6,2.02,10.2,28.1,982,15.8,51.4,77
54.2,34.3,12,139,19.6,12.3,18.8,621,6.26,18.8,37.9
41,26.9,20,17.3,7.77,25,36.5,649,11.7,15.1,18.8
27.1,27.1,17.9,17.5,6.38,6.21,22.1,372,11.2,25.3,47.4
36.5,25.3,26.9,255,20.4,73,154,3106,10.1,38.5,41
26.9,18.4,47.8,223,48.3,19.8,41.4,1298,10.9,31.6,31.9
112,80.6,22.7,25.9,10.3,12.6,30.2,474,4.14,16.8,16.4
30,17.6,20.5,24.1,1.07,93.1,176,3368,10.2,24.8,51.4
28.9,20.9,27.6,34.9,10.7,21.7,44.1,1075,6.85,10.9,32.8
35.9,22.3,15.4,157,20.7,1.26,23.3,17.3,6.38,18.8,20.7
207,139,11.8,142,19.8,16.8,34.6,562,9.82,18.8,33.7
30,33.1,11.8,38.5,14.7,6.79,18.3,1165,7.5,10,15.1
28.9,15.3,41.4,142,35.5,16.1,34.6,478,3.79,24.1,24.1
44.9,24.6,20.4,21.5,24.8,6.32,22.1,770,23.5,42.6,75
15,7.04,18.9,237,23.3,244,474,5523,14.3,27.6,58.3
41.8,23.1,19.3,158,15,30.5,46.6,483,9.91,24.1,28.9
31.1,20,12.1,157,15.8,94.7,136,1046,10.5,33.7,51.4
26.4,21.1,16.8,57.3,8.82,37.5,58.8,523,4.87,34.3,25.9
69.2,37.9,19.8,17,1.27,28.1,48.3,644,8.51,29.7,26.2
54.7,36.5,7.04,8.9,5.47,6.32,4.57,150,7.17,22.3,6.55
25.9,13.3,89.8,422,73,30.2,44.9,661,10.3,27.6,41.4
31.9,16.4,67.3,176,23.9,56.7,97.3,1263,13.2,14.3,26.7
49.1,43.3,31.1,32.8,17.8,19.6,42.2,599,4.07,16.7,24.4
28.4,20.2,9.14,165,12.5,13.7,27.9,403,10.6,20.4,23.5
42.6,33.1,28.9,24.6,10.6,12.2,20.2,505,5.94,15.5,4.07
29.4,25.5,12.2,75.7,12,18.9,42.2,2207,11.8,28.1,22.3
34.3,17.6,19.6,20.7,14.1,30.2,41,313,9.14,19.5,14.9
33.4,28.6,11.4,189,14.2,15.5,29.4,542,8.51,14.3,27.6
69.2,54.2,19.5,16.3,11.1,11.4,24.8,573,11.3,27.1,59.4
132,84.3,23.1,20.9,3.25,21.5,34,362,7.37,27.9,36.8
1.14,2.11,23.5,19.5,1,24.1,46.6,973,71,184,207
25.9,13.2,21.9,24.1,21.3,59.9,92.2,1370,7.77,20.7,26.9
33.1,22.3,47.4,141,39.2,27.1,50.5,1000,1,75,7.7
122,75.7,20.5,42.2,6.49,49.1,120,1322,9.14,16,22.3
78.4,56.2,5.38,146,8.82,10.8,26.2,418,21.3,49.6,64.9
63.2,50.9,58.8,389,59.4,21.7,33.7,858,13.6,24.1,13.7
39.6,20.4,14.1,101,11.8,13,22.9,514,6.61,16,33.7
204,138,17.5,191,25.5,5.52,14.6,914,4.03,18.8,30.2
22.5,17,16.7,82,18.8,37.2,61.5,1186,10.7,22.7,28.6
40.3,21.7,27.1,297,26.7,40,62.1,1055,9.91,22.7,35.9
235,135,53.3,359,53.8,11.9,24.8,673,24.1,61.5,79.1
24.1,13,72.3,337,85.8,1.01,2.44,158,6.21,15.3,17.2
22.5,21.1,23.3,61,7.64,103,255,3752,12.5,25.9,22.3
108,106,38.9,255,55.2,55.7,87.4,1395,9.06,39.2,26.7
53.3,38.2,30,36.5,8.82,13.9,23.3,583,5.62,20,23.1
132,59.9,36.2,160,44.9,8.66,36.5,359,9.39,27.4,17.9
94.7,64.4,16.3,16.8,9.22,67.3,105,1981,10.3,22.5,20.5
151,98.2,23.1,36.8,1.41,41.8,93.9,1554,10,17.5,1.17
112,81.3,18.9,37.9,12.9,9.65,26.4,1395,5.33,15.1,28.1
120,77.7,40,62.1,28.4,22.9,36.8,414,12.3,13.7,17.5
39.2,34.9,75.7,433,73,11.7,39.2,449,25.5,51.4,75.7
164,119,13.6,89,11.5,21.5,40,382,6.73,18.8,17.8
29.7,16.7,85.1,274,41.8,15,25.5,523,11.9,29.2,63.8
44.9,48.3,27.9,30.8,19.5,64.4,146,2091,11.1,27.6,23.5
20.5,30.2,23.1,20.4,3.79,20,73,562,30.2,63.8,151
172,90.6,22.7,16.3,7.1,70.4,89.8,403,4.14,22.7,36.2
28.1,24.4,14.9,67.9,1.54,10.4,13.5,649,37.5,55.2,14.6
46.1,20.2,18.1,81.3,8.82,18.3,39.2,567,11.4,15.7,32.5
147,102,6.04,20.4,10.3,29.2,47.4,478,5.47,14.6,11.4
32.8,28.1,17.3,20.9,3.82,100,172,2666,31.9,75.7,107
9.39,18.1,14.2,17.6,8.13,11.2,21.1,457,115,184,27.6
34.9,30,40.3,389,33.7,29.2,81.3,2247,8.35,12.6,19.1
73.7,57.8,8.9,122,6.04,45.7,58.8,578,22.1,66.7,62.1
56.2,44.5,18.1,20.7,5.62,10.7,31.9,403,11,30.5,53.8
101,64.4,23.1,98.2,15.3,19.3,38.2,685,16.8,27.4,28.9
77.7,43.7,17.2,21.5,5.09,12.4,23.1,947,8.28,20,15.3
65.5,40.7,17.5,23.3,10,7.43,19.3,1000,2.25,64.4,1.12
28.6,17.9,15,51.9,14.9,9.22,34.6,470,7.99,12.5,19.1
63.2,28.6,60.4,161,36.5,63.8,98.2,890,13.7,22.3,21.9
45.7,10.6,18.1,105,14.1,106,181,2167,14.6,29.4,22.1
50.5,35.9,62.1,308,41.8,15,25.7,552,8.35,18.4,13
13.8,18.3,13.5,54.2,21.9,18.4,39.6,655,8.43,30.5,34.3
22.1,14.3,71,215,55.2,16.8,30.2,491,6.61,16.4,29.2
40,18.3,22.3,29.2,11.1,50,101,2690,1,86.6,4.07
38.2,13.7,15.8,47.4,4.96,11.9,28.9,470,45.3,89.8,114
23.9,13.3,52.3,88.2,30.2,4.83,16.4,743,16.8,32.8,83.5
90.6,57.8,28.9,23.3,1.93,16,35.9,396,42.2,95.6,100
30.8,21.3,15.4,111,20.4,12.5,34.3,466,24.1,48.7,110
36.2,17.3,15.5,136,18.1,18.4,31.3,505,41.4,78.4,121
34,19.8,34,196,13.7,6.85,19.5,820,10.3,23.1,27.1
104,105,27.1,379,65.5,15,26.4,638,12.5,19.6,15.8
96.5,53.3,22.1,22.9,7.64,31.9,43.3,355,7.64,19.3,18.1
82,61,8.43,89.8,7.43,12.2,18.4,615,13.1,46.6,43.3
33.1,20.7,19.5,73.7,12,17.6,38.2,389,10.7,14.2,21.3
37.9,21.1,25.7,24.6,5.88,30.2,51.4,947,6.55,41,32.2
36.5,14.5,53.8,414,72.3,13.2,31.1,1084,11.8,50,41.8
31.9,24.6,31.6,38.5,6.26,73,130,2110,8.35,15.7,17.5
41.8,32.8,13.8,139,17.9,8.51,18.9,269,1.21,5.19,1
42.2,32.5,69.8,105,44.9,35.9,85.1,2129,9.39,30.2,19.1
37.5,23.3,16.1,151,16.1,41,69.8,1275,36.8,83.5,172
18.6,17.3,96.5,491,109,11.9,32.8,346,18.6,41.8,89.8
9.22,1.01,19.1,21.5,9.91,17.9,43.7,573,11,33.7,50.9
35.9,20.7,45.7,284,31.9,13.9,34.9,478,3.4,4.18,33.1
109,77.7,31.1,32.5,13.5,14.2,23.3,445,55.7,108,80.6
16.4,10.5,20.9,14.9,18.4,12,44.1,474,37.2,101,114
25.7,14.6,12.5,96.5,20.4,52.8,86.6,777,18.8,48.7,34.6
32.8,12.9,14.7,106,14.5,15.3,30.8,615,1,84.3,7.99
23.9,16.5,24.4,14.2,3.25,10.8,50,649,10,24.1,19.3
43.7,21.1,33.4,34.3,8.28,10.2,30.5,632,14.3,29.4,4.37
34,34.3,33.7,372,29.4,40.7,59.9,1420,39.2,99.1,129
34.3,21.3,51.9,292,56.2,10.2,30.2,449,5.23,23.7,34.6
115,58.8,20.2,57.3,15.3,67.3,115,1370,15.4,36.2,39.6
150,97.3,1,77,7.77,63.2,99.1,1499,10.6,41.8,44.1
38.9,22.5,20.9,22.1,6.32,6.44,12,496,11.3,17.3,40.3
28.1,19.6,17.2,184,7.1,23.7,31.9,379,62.1,189,237
32.8,22.9,19.5,21.7,13.1,20.7,50.5,737,9.91,22.7,22.1
17.9,36.5,38.9,44.5,33.1,44.5,63.8,422,10.6,23.5,3.65
22.7,26.2,17.6,63.8,9.91,35.9,66.7,1094,5.73,13.2,35.2
22.9,34.3,18.1,22.9,8.74,2.17,10.6,99.1,1.04,1,3.82
35.2,22.3,17.2,155,19.6,28.4,53.8,835,10.7,41.4,19.3
29.7,25.5,37.9,57.8,14.6,11.2,21.1,470,7.43,22.5,23.5
202,142,14.7,78.4,1.88,21.1,105,1298,7.17,23.3,25.5
27.1,33.1,20,8.58,8.06,75.7,106,346,12,16,16.4
31.1,22.7,14.1,90.6,13.2,33.1,61,1420,15.4,36.2,59.9
17.5,19.3,118,365,77,10.4,30.5,1843,5.88,20.9,17.6
37.9,19.6,28.1,142,17.6,9.39,24.6,457,9.82,25.9,14.5
170,103,4.41,79.1,10.8,43.7,90.6,1540,4.33,7.7,8.58
70.4,42.2,19.8,13.7,8.98,12.7,37.5,437,1.83,7.23,7.57
33.7,22.1,34,219,17.2,82.8,135,2054,7.77,28.6,26.4
23.3,21.7,23.9,26.7,7.77,30.8,43.3,385,16.5,44.5,62.1
32.5,40.3,47.4,239,42.9,53.3,74.3,437,7.3,18.1,34.9
167,99.1,23.7,33.1,16.3,9.39,19.5,449,10.3,32.5,47.4
143,101,16.5,50.5,3.79,12.6,22.5,466,3.85,26.4,15.5
48.3,42.9,14.2,279,18.9,54.2,102,2167,1.65,61.5,9.65
37.9,23.1,7.5,13.7,5.52,18.3,19.6,820,10,15.8,16
49.1,29.2,27.1,138,16.5,10.6,15.7,514,13,36.8,53.8
55.2,40,12.6,115,13.9,33.7,49.1,396,3.02,37.5,3
28.9,4.03,14.7,104,26.2,22.1,29.7,311,9.82,18.8,32.8
61.5,41.8,21.7,20.2,3.16,14.2,25.7,594,10.3,17.6,23.5
32.2,23.7,64.9,426,71,5.28,23.9,274,9.91,35.2,29.4
62.1,31.9,23.5,20.4,17.5,22.1,27.9,414,27.9,58.8,72.3
71.7,42.9,28.4,292,41.8,19.8,24.1,259,6.32,36.8,28.6
49.6,40,30,195,35.2,3.72,22.7,219,29.2,69.8,103
25,15.5,15.8,12.7,6.98,28.4,39.2,410,7.3,14.1,18.9
37.5,18.1,26.7,655,78.4,17.2,31.9,505,13.7,32.5,38.5
163,122,21.7,311,47,43.7,99.1,1894,3.65,21.3,26.2
25.3,23.3,14.3,18.9,11.5,10.9,36.2,389,18.1,35.2,7.5
30.8,22.7,39.2,528,35.2,6.92,20.4,533,10.4,21.5,23.7
79.9,77.7,46.6,389,75.7,26.7,30.2,286,5.05,13.5,26.9
70.4,52.8,19.1,15.3,3.96,23.1,36.2,372,14.6,38.2,63.2
20,23.5,4.26,10.6,10.3,10.7,17.3,470,51.4,136,160
191,138,30.2,23.3,7.99,10.5,28.4,396,25,63.8,69.2
106,58.8,14.6,18.3,3.65,11.5,21.7,661,7.1,18.1,30.2
76.4,70.4,16.5,124,15.5,10.2,37.2,685,18.8,18.4,7.04
69.2,49.6,22.7,26.7,11.7,5.94,11.8,947,15.5,41,33.4
41.8,44.1,38.2,79.1,30,22.1,44.5,538,6.32,24.8,37.5
26.7,26.2,26.2,213,36.5,52.3,73.7,453,11.4,24.4,13.5
28.9,7.37,50.5,255,67.9,17.3,31.3,410,17.9,36.5,47.4
48.7,20.5,15.1,97.3,8.43,33.1,53.3,445,11.1,30.5,29.2
112,79.1,23.9,30.8,6.04,4.7,19.3,956,8.82,21.9,34
33.7,17.5,4.74,14.1,9.39,14.2,25.3,583,44.1,112,132
131,77.7,6.67,129,36.2,20.4,35.9,519,16.5,51.4,75.7
30.2,17.6,26.7,26.4,4.29,106,204,1794,30,59.9,66.7
139,82.8,16.1,36.5,19.1,24.8,35.5,349,3.25,76.4,6.61
36.5,15.8,25,23.3,1.38,30.2,62.1,505,2.55,5.09,1.72
46.1,51.4,16.7,16,1,5.19,10.5,866,1,68.5,9.22
36.8,22.5,15.7,239,27.4,22.1,34.6,449,9.65,31.1,20.9
28.1,16.1,16.8,22.9,11.2,36.2,66.1,1582,3.82,21.9,38.2
29.7,25,70.4,65.5,3.02,71,115,1827,10.6,24.6,23.3
41.4,18.6,17,113,33.1,35.5,62.6,1582,7.64,26.7,6.44
125,97.3,11.5,17,4.29,8.66,36.5,385,8.9,17.2,26.7
37.9,22.5,19.1,21.3,3.4,34.3,50.9,519,30.5,76.4,90.6
29.7,13.9,31.9,48.7,20.5,7.64,23.5,181,24.1,69.2,63.2
89,54.7,22.7,21.9,5.73,5.67,24.6,250,10.5,22.3,25.7
43.7,13,82,368,78.4,6.04,17,491,6.92,33.1,19.5
33.4,19.5,12.3,105,12.1,42.6,65.5,1395,14.3,31.3,49.1
61.5,31.9,4.57,14.2,1.95,32.5,48.3,244,13.9,31.3,23.1
38.2,25.9,24.1,20.9,6.98,22.9,43.3,271,7.1,12.1,23.7
33.7,18.4,10.2,12.1,12.1,6.26,13.9,389,52.8,73,2.69
55.7,25.3,24.1,20.9,3.68,28.4,39.2,410,17.5,34.9,5.57
48.7,27.4,42.9,215,25.5,74.3,121,1540,8.82,12.5,15.3
20.4,14.5,37.2,30.8,12.9,21.1,34.6,328,10.5,14.6,16.7
36.2,17.9,19.1,70.4,9.47,5.99,21.5,93.1,16.5,15.1,29.4
14.7,13.8,26.2,31.9,6.04,62.1,111,1877,6.44,20.9,8.98
145,143,10.6,281,15.4,7.99,17.8,626,13.2,26.2,17.6
115,75,22.5,25.9,1.79,15.3,61,349,4.14,17.3,25.7
85.1,48.3,21.5,19.1,1.06,8.13,5.94,311,6.21,12.6,15.8
36.8,12.4,17.8,20,9.06,7.43,16.3,982,10.1,26.9,33.1
48.7,24.4,112,414,125,10,17.6,638,7.91,22.7,19.8
40.3,18.8,10.3,145,21.3,19.5,30.8,599,6.21,22.3,27.6
18.3,17,38.5,269,24.4,5.42,19.6,253,7.84,27.9,22.3
39.2,27.1,12.1,147,8.43,1,2.57,89,9.22,16.4,48.7
38.9,22.5,42.2,403,55.2,14.1,35.9,487,12.5,39.2,59.4
10,5.88,17.2,172,15.7,19.6,32.8,578,8.43,16.7,20.9
49.1,26.7,22.7,81.3,12,49.1,101,2227,9.39,22.9,20.4
60.4,47,38.2,43.3,6.38,13.5,22.5,407,11.3,27.9,20
51.9,32.2,13.2,137,25.9,29.7,43.3,355,11.7,51.4,40.3
40,23.1,21.9,20.4,4.66,26.7,58.8,1946,6.21,22.9,24.4
30.2,17,46.6,289,56.7,61.5,113,1670,17.8,17.6,25.9
34.9,20.5,26.4,16.3,1,20,39.6,414,6.61,17,25.9
35.2,21.7,10.8,132,10.3,4.07,12.9,547,56.7,115,154
49.1,28.1,6.15,14.3,20.4,11.1,35.2,466,6.67,25.9,37.9
73,31.9,20,22.1,1,11.5,22.7,791,16.3,34.9,34.9
44.5,27.1,57.8,279,42.6,85.8,145,1640,8.98,26.7,21.1
35.2,13.8,18.1,17,12,6.38,15.7,422,12.5,26.4,25.9
86.6,57.8,6.67,27.9,20,28.9,56.7,2503,12.2,18.8,23.9
35.9,18.6,20.9,62.1,12.7,124,449,4958,8.28,24.6,6.21
40.7,31.3,12.7,127,13.8,16.7,26.9,382,33.7,70.4,67.9
138,97.3,14.7,133,15.8,23.7,43.7,562,8.28,22.3,36.5
26.4,10.2,31.1,29.2,6.26,31.3,42.6,523,4.14,69.8,1.53
151,85.8,19.3,95.6,11.9,5.73,14.5,250,20.9,60.4,88.2
158,109,44.1,73.7,12.3,18.9,37.2,679,9.22,28.9,26.7
35.2,20.9,67.9,365,71.7,28.4,42.9,368,4.03,55.2,3.13
113,122,19.6,23.3,8.66,11,31.3,267,7.23,20,26.9
44.1,20,34.9,43.3,21.7,54.2,153,1459,9.47,17.8,44.9
30.5,25.5,13.7,98.2,10.9,8.43,26.4,250,14.9,18.8,11.5
118,31.6,22.3,248,20.9,3.13,13.5,583,30.5,85.8,204
113,106,8.13,89,10.6,15.8,25.5,947,26.4,56.7,78.4
68.5,54.2,20.2,44.5,9.65,13.2,47.4,289,8.9,32.5,52.8
26.9,20,23.1,131,14.7,30.2,106,858,10.1,23.1,35.2
33.7,22.7,12.5,158,7.84,96.5,141,1843,10.1,15,28.6
54.7,29.2,17.9,51.9,23.1,23.9,40.3,730,10,22.9,20
40.7,24.6,8.9,78.4,7.57,59.4,108,2813,12.5,15.4,30.8
188,125,29.7,239,51.4,15.8,46.1,750,10.3,26.2,23.7
63.8,40.3,29.4,66.1,19.3,58.3,89.8,1027,58.8,165,259
30,10.4,23.3,22.9,4.41,39.2,88.2,2072,31.3,75.7,89.8
31.9,18.6,15.1,17.9,1,14.1,13.5,429,9.14,27.6,31.1
26.2,2,19.3,49.1,12.7,4.33,13.9,170,8.74,31.6,12.3
33.4,21.5,15.8,22.5,4.49,35.9,53.3,528,6.15,25.5,42.2
241,200,9.82,143,24.1,35.9,76.4,1811,36.2,73.7,81.3
18.1,26.9,10.1,77.7,17.3,34.6,89,1346,7.04,18.4,16.5
38.9,25.5,26.9,16.8,8.58,17.5,32.2,496,11.9,33.7,48.7
33.7,17.3,25,26.9,10.6,112,189,2035,3.55,16.1,23.1
39.6,25.9,17,16.3,12.6,17.6,34.6,820,4.61,15.5,27.9
69.8,51.9,13.3,86.6,20.5,15,17.3,583,8.43,13,21.3
133,79.9,22.5,16.4,6.32,78.4,109,375,11,24.4,19.5
26.4,24.1,18.6,14.7,5.05,9.06,18.9,1104,8.74,17.5,12.5
44.5,23.1,23.9,21.1,1,12.7,21.7,679,13.5,21.5,30.5
31.3,17.2,17.5,16.1,11.8,39.6,61.5,1055,8.82,16.4,20.2
109,108,22.5,20.7,2.5,22.1,94.7,583,81.3,204,257
70.4,40.7,22.9,22.3,3.05,16.7,28.1,542,10.5,19.5,21.5
34.6,19.5,106,478,68.5,23.1,24.6,429,10.7,20.9,28.9
43.3,31.6,42.2,69.2,23.3,22.3,34.6,667,4.33,5.83,3.92
106,63.8,20.5,24.4,14.6,17.5,31.3,528,20.4,56.2,51.4
34.3,17.9,7.77,137,24.1,24.4,44.9,1700,71.7,207,193
23.5,32.5,24.4,55.7,13.3,11.3,26.4,851,9.22,23.3,33.7
42.9,29.4,1,129,13.3,157,453,6378,9.73,33.1,56.7
65.5,28.1,19.8,163,20,21.9,38.5,474,5.28,21.1,21.1
34.3,25.3,17.6,90.6,15,7.5,8.9,184,19.6,68.5,34.3
40.7,17.9,106,562,78.4,2.86,12.9,433,7.57,25.5,17
103,75,40.3,49.6,18.6,6.15,7.64,211,10.8,16.4,25.9
158,114,27.1,27.9,10.6,106,244,4294,21.3,43.7,11
34.3,20.4,57.8,626,71.7,49.1,74.3,1252,10,25,20.4
37.9,16.8,15.5,13.9,5.38,34.9,50,1472,10.1,25.9,27.4
37.9,22.9,6.79,15.4,11.2,41.4,65.5,449,4.22,23.3,41.8
28.1,16.7,27.9,372,30.8,44.9,97.3,1731,4.14,10.8,3.82
28.6,5.57,31.6,32.8,13.1,17.2,24.8,519,9.65,24.4,20.2
173,104,21.3,155,20,14.9,44.5,1512,12.6,33.1,45.7
67.9,62.1,4.78,11.4,1.75,11.4,31.3,466,13.2,33.4,25.5
106,55.7,16.7,14.1,8.43,13.7,40.7,437,14.7,28.4,42.6
21.9,16.1,59.4,207,37.9,6.21,14.1,730,9.39,26.2,30.5
40.7,15.1,23.9,17.8,6.26,11.3,21.3,557,11.8,20.5,26.7
164,91.4,13.1,20,6.98,13.6,31.3,723,27.1,50.9,79.9
23.9,19.5,20.9,16.5,5.57,10.2,21.3,334,29.7,53.8,102
28.6,24.4,20.9,39.2,11.7,4.66,15.7,704,9.47,23.9,41.4
89.8,52.8,13.1,150,2.41,13.3,31.3,764,9.31,20.2,15.5
57.3,53.8,18.3,24.4,4.41,7.64,16,991,9.65,24.1,41.8
52.8,44.5,16.7,43.7,5,69.2,97.3,1407,9.31,16.5,34.3
32.8,27.4,22.3,25.7,7.5,29.4,83.5,2642,9.82,18.9,31.9
168,103,7.3,130,10.2,6.26,25.5,196,14.5,19.8,31.6
106,65.5,24.4,30.2,12.3,34.6,65.5,1144,2.41,12.1,17.6
52.3,26.2,22.1,172,19.6,18.9,35.5,470,8.66,16,27.4
64.4,15.3,18.1,20,6.38,10.5,28.4,644,10.3,26.7,17
66.1,31.6,18.8,28.9,9.65,13.3,27.1,449,8.66,18.1,25.3
53.8,40,13.1,195,12.6,34.6,63.2,1165,11.9,18.1,17.8
16.7,13.1,6.73,11.5,8.2,4.91,14.7,667,8.28,19.3,27.6
25.3,17.6,27.6,28.4,7.84,17.5,42.2,382,11.2,19.6,18.6
33.4,27.1,22.9,19.3,2.04,12.5,26.9,594,17.3,38.5,46.1
79.9,53.8,63.2,403,53.8,8.98,15.3,1027,26.4,57.3,92.2
44.1,30.8,23.5,22.5,1.1,101,164,1459,11.8,25.7,32.2
50.9,78.4,78.4,279,47,20.9,27.9,470,10.9,20.2,7.1
126,83.5,21.3,24.1,10.6,75,165,3619,14.5,38.5,7.3
117,66.1,4.74,16.3,15.5,22.3,37.5,328,8.74,23.1,19.8
